id,geom,n,smiles,refcodes
SP145,SP,2,Fc1c(F)c(-c2cccc(-c3cccc(-c4cccc(-c5c(F)c(F)c(Cc6cc[n:1]cc6)c(F)c5F)c4)c3)c2)c(F)c(F)c1Cc1cc[n:1]cc1,EHARIO;EHAROU
SP146,SP,2,COCCOc1ccc(-c2cccc(-c3ccc(OCCOC)c(-c4c(F)c(F)c(Cc5cc[n:1]cc5)c(F)c4F)c3)c2)cc1-c1c(F)c(F)c(Cc2cc[n:1]cc2)c(F)c1F,EHARUA
SP147,SP,2,CCCCN1C=C[N+](CN2C=C[N+](CCCC)=[C-:1]2)=[C-:1]1,EJAQAH;EJAQAH;EJAQAH;NONLUY;NONLUY
SP148,SP,2,O=C1C([O-])=C(C(c2cccc[n:1]2)[NH:1]Cc2ccco2)C(=O)c2ccccc21,EKEWIB
SP149,SP,4,CC1(C)C2Cc3cc(-c4cccc(-c5cccc(-c6cccc[n:1]6)[n:1]5)[n:1]4)[n:1]cc3C1C2,EKOKAS
SP150,SP,2,COc1ccc(C)cc1[P:1](CCC[P:1](c1cc(C)ccc1OC)c1cc(C)ccc1OC)c1cc(C)ccc1OC,EKUQOR;EKUQOR
SP151,SP,2,COc1ccc(OC)c([P:1](CCC[P:1](c2cc(OC)ccc2OC)c2cc(OC)ccc2OC)c2cc(OC)ccc2OC)c1,EKUQUX;EKUQUX
SP152,SP,3,CC1(C)c2ccc(cc2)OCCOCCCc2ccc([n:1]c2)-c2cccc([n:1]2)-c2ccc(c[n:1]2)CCCOCCOc2ccc1cc2,EMAYOG
SP153,SP,2,C[P:1](CC[P:1](C)c1ccccc1)c1ccccc1,EMPPDC;EMPPDC
SP154,SP,2,C[NH:1]CC[NH:1]C,ENPTCA;PEPTAS
SP155,SP,2,C[NH:1]CC[N:1](C)C,ENPTCB;MEPTAA
SP156,SP,2,CC[N:1]=Cc1ccccc1[O-:1],ESALPD;ESALPD
SP157,SP,4,c1ccc2c(c1)C[NH:1]CC[NH:1]Cc1ccccc1[Se]c1ccccc1C[NH:1]CC[NH:1]Cc1ccccc1[Se]2,ESANUH;PAZPEM
SP158,SP,2,CCCCCCOc1ccc(-c2cn(Cn3cc(-c4ccc(OCCCCCC)c[n:1]4)[n:1]n3)nn2)nc1,EXECER;EXECER
SP159,SP,2,c1ccc(Cn2cc(-c3cccc[n:1]3)[n:1]n2)cc1,EXECIV;EXECIV;IQEMUO;IXEQEI;IXEQEI
SP160,SP,2,OC(c1ccccn1)(c1cccc[n:1]1)c1cccc[n:1]1,EXOVIW;EXOVIW;EXOVIW01;EXOVIW01
SP161,SP,3,Cc1ccccc1-c1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,FADWOZ;YIGNIN
SP162,SP,2,C1CC23C[S:1]CC12C[S:1]C3,FAJRUD;FAJRUD
SP163,SP,2,C1CC23C[S:1]CC2(C1)C[S:1]C3,FAJSAK;FAJSAK
SP164,SP,2,OC(C[NH2:1])C[NH2:1],FAJWOC;FAJWOC
SP165,SP,2,Cc1cc(C)c(N2CC[N+](CN3CC[N+](c4c(C)cc(C)cc4C)=[C-:1]3)=[C-:1]2)c(C)c1,FANBEE
SP166,SP,4,C[N:1]1CCC[N:1](C)CC[N:1](C)CCC[N:1](C)CC1,FAZYEK
SP167,SP,2,Cc1cc2nc(-c3cccc[n:1]3)c(-c3cccc[n:1]3)nc2cc1C,FEMBUV;MAZVEP
SP168,SP,3,CC1(C)c2cccc([P:1](c3ccccc3)c3ccccc3)c2[O:1]c2c1cccc2[P:1](c1ccccc1)c1ccccc1,FERPAV
SP169,SP,2,COc1ccc([N:1]=Cc2ccccc2[P:1](c2ccccc2)c2ccccc2)cc1,FERQUR;FERQUR
SP170,SP,2,c1ccc([P:1](c2ccccc2)c2cccc3ccc[n:1]c23)cc1,FERZOS;FERZOS;FERZUY;FERZUY
SP171,SP,2,c1cn(Cn2ccc[n:1]2)[n:1]c1,FEWYUB;FEWYUB;QEGXAB
SP172,SP,2,c1ccc([As:1](CCCC[As:1](c2ccccc2)c2ccccc2)c2ccccc2)cc1,FILJAM
SP173,SP,4,C1C[S:1]CC[S:1]CCC[S:1]CC[S:1]C1,FIYFIC;KEXYIW;NIDQUM;SONNOY
SP174,SP,2,CC1=C(C)C2C(c3cccc[n:1]3)CC1[P:1]2c1ccccc1,FOGFIR;FOGFIR;WIKHON;WIKHON;WIKKOQ
SP175,SP,2,c1ccc(P(C[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[N:1]c2ccccc2)cc1,FOGQEY;FOGQEY
SP176,SP,4,c1cc[n:1]c([N-]c2cccc(-c3cccc(Nc4cccc[n:1]4)[n:1]3)[n:1]2)c1,FOKWAG
SP177,SP,4,c1ccc([P:1]2CCC[P:1](c3ccccc3)c3ccccc3[P:1](c3ccccc3)CCC[S:1]c3ccccc32)cc1,FOPZIT
SP178,SP,2,c1ccc([P:1]([N-]c2cccc[n:1]2)c2ccccc2)cc1,FOQZIU;FOQZIU;FOQZOA;FOQZOA;ROQVAW;ROQVAW
SP179,SP,2,c1ccc([P:1](Nc2cccc[n:1]2)c2ccccc2)cc1,FOQZUG;FOQZUG;ROQSIB;ROQSIB;XETKAI;XETKAI
SP180,SP,2,CC(C)C1(C(C)C)O[N:1]=C2C1CCC21CCC2C1=[N:1]OC2(C(C)C)C(C)C,FORFIC01;FORFIC01
SP181,SP,2,[N-](S[S-:1])[S-:1],FUVJOV;FUVJUB
SP182,SP,4,CCCOc1c2cccc1Cc1cc(-c3ccc([S:1]CC[P:1](c4ccccc4)c4ccccc4)cc3)cc(c1OCCC)Cc1cccc(c1OCCC)Cc1cc(-c3ccc([S:1]CC[P:1](c4ccccc4)c4ccccc4)cc3)cc(c1OCCC)C2,FUXBAD
SP183,SP,2,OC(O)(c1cccc[n:1]1)c1cccc[n:1]1,GABQEH;GABQEH;RASVOY;RASVOY;RAVJON;RAVJON;WANFIA;WANFIA;XILMAH;XILMAH
SP184,SP,2,CC(C)NC(Nc1ccccc1NC(NC(C)C)=[S:1])=[S:1],GAFCAT
SP185,SP,2,C1C2C3C[NH:1]C2C2C1C3C[NH:1]2,GANXUO;GANXUO
SP186,SP,4,C[As:1]1CC[S:1]Cc2ccccc2[As:1](C)CC[S:1]Cc2ccccc21,GAPBAA;GAPBEE
SP187,SP,3,c1ccc([P:1](CC[P:1](c2ccccc2)c2ccccc2)CC[P:1](c2ccccc2)c2ccccc2)cc1,GATTEC;JAQBAH;PAQGOF;PAQGUL;PAQHAS
SP188,SP,2,C[N:1](C)CC[N:1](C)C,GEHGOP;GEHGUV;GEHHAC;GEHHEG;IRIJAW;IZETUD;JIKGEP;LIWJAE;LOQVIX;LOQVOD;QEGXAB;WEZMIY;XABDEL;XABDIP;XABDOV;XABDUB;XABFAJ;XICVIP;CUSFUU
SP189,SP,2,c1cc[n:1]c(N[NH2:1])c1,GEJWOI;GEJWOI
SP190,SP,2,CC(C)=[N:1]CC[N:1]=C(C)C,GEMKIU;GEMKIU
SP191,SP,2,c1ccc([P:1](CCCC[P:1](c2ccccc2)c2ccccc2)c2ccccc2)cc1,GICQEP;NEDYAX;NEDYEB
SP192,SP,4,C1=[N:1]CCC[S:1]c2ccccc2C=[N:1]CCC[S:1]c2ccccc21,GIFJOU
SP193,SP,2,C1C[NH:1]CC[NH:1]CCS1,GIFNAK;GIFNAK;GIFNEO;GIFNEO;VUMDEM;VUMDEM;VUMDOW;VUMDOW
SP194,SP,4,CN1CC[S:1]CC[S:1]CCN(C)CC[S:1]CC[S:1]CC1,GIPWEH;GIPWEH10
SP195,SP,4,C1C[NH:1]CCSCC[S:1]CC[NH:1]CC[S:1]CCS1,GIPWIL10
SP196,SP,4,CC1([N+](=O)[O-])C[NH:1]CC[NH:1]CC(C)([N+](=O)[O-])C[NH:1]CC[NH:1]C1,GISJOH;TOBJEZ
SP197,SP,2,[O-][N:1]=CC(c1ccccc1)=[N:1]CCO,GIVYIV;GIVYIV;GIVYIV01;GIVYIV01;GIVYOB;GIVYOB
SP198,SP,2,c1ccc(-c2c3c(c(-c4c5ccc6ccccc6c5c5ccccc5[n:1]4)[p:1]2-c2ccccc2)CCCC3)cc1,GIXHIF;GIXHIF
SP199,SP,4,C1C[S:1]CC[S:1]CC[NH2+]CC[S:1]CC[S:1]CC[NH2+]1,GIZLUW
SP200,SP,2,O=C(C[NH2:1])[O-:1],GLCNPM;GLCNPM
SP201,SP,2,C[Se:1]c1ccccc1-c1[nH]c2ccccc2[n:1]1,GOCXUT;GOCXUT;GOCYEE;GOCYEE
SP202,SP,2,c1ccc2c(C[NH:1]CCC[NH2:1])cccc2c1,GOFPID
SP203,SP,2,c1ccc2c(c1)[Se:1]CCOCCOCCOCC[Se:1]2,GOPVAI;GOPVAI
SP204,SP,4,C(C[N:1]1CC[S:1]CC1)C[N:1]1CC[S:1]CC1,GOSJED
SP205,SP,4,O=[S:1]1CCC[S:1]CC[P:1](c2ccccc2)CC[S:1]CCC1,GOTFAW
SP206,SP,4,CN(C[P:1](CN(C)c1cccc[n:1]1)c1ccccc1[P:1](CN(C)c1ccccn1)CN(C)c1cccc[n:1]1)c1ccccn1,GUGQIJ
SP207,SP,4,Cc1cc(C)[n:1]n1CC[N:1]1CC[N:1](CCn2c(C)cc(C)[n:1]2)CC1,GUKLEE
SP208,SP,2,CC(C)NC(c1ccccc1[P:1](c1ccccc1)c1ccccc1)=[O:1],GURMIQ;GURMIQ
SP209,SP,2,Fc1ccc(NC(c2ccccc2[P:1](c2ccccc2)c2ccccc2)=[O:1])cc1,GURMOW;GURMOW
SP210,SP,2,C1=C[N+](Cc2ccc3ccccc3c2)=[C-:1]N1C[N+]1=[C-:1]N(Cc2ccc3ccccc3c2)C=C1,GUSSEU
SP211,SP,2,CC(C)[N:1]=Cc1ccccc1[P:1](c1ccccc1)c1ccccc1,GUXDIN;GUXDIN;HUFKUO
SP212,SP,4,C1COCCOCC[NH:1]CC[NH:1]CC[NH:1]CC[NH:1]CCOCCO1,HACJAW
SP213,SP,2,C1[NH2+]CC([NH2:1])CC1[NH2:1],HAPIPD10;HAPIPD10;HDPDNT10
SP214,SP,2,CC(C)C1COC(c2ccccc2[As:1](c2ccccc2)c2ccccc2)=[N:1]1,HEDWOD;HEDWOD
SP215,SP,3,C[S:1]Cc1cccc(C[S:1]C)[n:1]1,HEDWUI;TEXFAD;TEXFEH;TEXFIL;TEXFOR;TEXFUX
SP216,SP,4,c1ccc2c(c1)N1CC[N+]3=[C-:1]N(CCNCCN4c5ccccc5[N+](=[C-:1]4)CC[N+]4=[C-:1]N(CCNCC[N+]2=[C-:1]1)c1ccccc14)c1ccccc13,HEHFUY
SP217,SP,2,c1ccc2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3nc2c1,HEVLIE;HEVLIE
SP218,SP,2,Cn1cc[n:1]c1C(=O)c1n(C)cc[n:1]1,HEWDES;HEWDIW
SP219,SP,2,c1ccc([P:1](CC[S:1]c2cc(-c3ccccn3)nc(-c3ccccn3)c2)c2ccccc2)cc1,HEZLOP
SP220,SP,2,c1cc[n:1]c(Nc2cccc[n:1]2)c1,HIBDAY;HIBDAY;KIVZIA;KIVZIA;KIVZOG;KIVZOG;KIVZUM;KIVZUM;KOFZOV;KOFZOV;LOFBAK;LOFBAK;NARNAX;OQEKIF;OQEKIF;OQEKOL;OQEKOL;QEBQUL;QEBQUL;TEQBAV;TEQBAV;TOKGUX;TOKHIM;YAVNUG;YAVNUG;YAVPOC;YAVPOC;ZEPSUK;ZEPTAR;ZEPTAR;ZEPTEV;ZEPTEV
SP221,SP,2,FC(F)(F)c1cccc([P:1](Cc2ccccc2C[P:1](c2ccccc2)c2ccccc2)c2cccc(C(F)(F)F)c2)c1,HIBKOT
SP222,SP,2,C(=C[P:1](c1ccccc1)c1ccccc1)[P:1](c1ccccc1)c1ccccc1,HINCOW;HINCUC;NUVPEZ;NUVPEZ;ZOLYOO;ZOLYOO
SP223,SP,2,CN(C[P:1](c1ccccc1)c1ccccc1)c1cccc[n:1]1,HINCUD;HINCUD
SP224,SP,2,c1[nH]c[n:1]c1CC[NH2:1],HISTPD;HISTPD
SP225,SP,2,Cc1ccc(N2C[P:1](c3ccccn3)CN(c3ccc(C)cc3)C[P:1](c3ccccn3)C2)cc1,HIXCUO;HIXCUO;HIXDAV;HIXDAV
SP226,SP,2,NC(N[P:1](c1ccccc1)c1ccccc1)=[S:1],HOJZAH;HOJZAH
SP227,SP,2,CC(c1ccccc1[P:1](c1ccccc1)c1ccccc1)=[O:1],HUGJOI;HUGJOI
SP228,SP,4,CC(Nc1nc(N)c2ncn(CC[NH:1]CC[NH2:1])c2[n:1]1)=[NH:1],HUTVEY
SP229,SP,4,C1=C[N+](Cc2cccc[n:1]2)=[C-:1]N1C[N+]1=[C-:1]N(Cc2cccc[n:1]2)C=C1,HUVTAU;YAZRAT;YAZRIB
SP230,SP,4,C1=C[N+](c2nccc[n:1]2)=[C-:1]N1CN1C=C[N+](c2nccc[n:1]2)=[C-:1]1,HUVTEY
SP231,SP,2,C1=C[N+](c2ccccn2)=[C-:1]N1CN1C=C[N+](c2ccccn2)=[C-:1]1,HUVTIC;HUVTIC
SP232,SP,2,c1ccc2c(c1)C[S:1]CC[S:1]Cc1ccccc1OCCO2,HUWVAX;HUWVAX
SP233,SP,2,CCCCN1C=C[N+](Cc2ccc3ccc(C)nc3[n:1]2)=[C-:1]1,IHOLAT;IHOLAT
SP234,SP,2,NC(N(C(N1CCCCC1)=[NH:1])c1ccccc1)=[N:1]c1ccccc1,ILUNIO;ILUNIO;ILUNOU;ILUNOU;ILUNUA;ILUNUA;KEHLIU;KEHLIU;KEHLOA;KEHLOA;KEHLUG;KEHLUG;TUVTUB;TUVTUB;UPEREN;UPEREN;UPERIR;UPERIR;UPERIR01;UPERIR01
SP235,SP,2,CCOP(OCC)(OC(=C[P:1](c1ccccc1)c1ccccc1)c1ccccc1)=[O:1],IMUMEI;IMUMEI
SP236,SP,2,C[N:1](C)C1CCCCC1[N:1](C)C,INURAK;INUREO
SP237,SP,2,c1ccc([P:1](c2ccccc2)n2ccc3ccc[n:1]c32)cc1,IQEBUB;IQEBUB
SP238,SP,2,CC[NH:1]CCn1c(-c2ccccc2)cc(-c2ccccc2)[n:1]1,IQIRUW;IQIRUW
SP239,SP,4,C1=C[N+]2=[C-:1]N1CN1C=C[N+](=[C-:1]1)C[N+]1=[C-:1]N(C=C1)C[N+]1=[C-:1]N(C=C1)C2,IQUXID;IQUXOJ
SP240,SP,2,Cn1cc[n:1]c1[B-](C)(c1ccccc1)c1n(C)cc[n:1]1,IRAXIK;IRAXIK
SP241,SP,2,O=C(OCc1ccc[n:1]c1)c1cncc(C(=O)OCc2ccc[n:1]c2)c1,IRIJAW
SP242,SP,2,Cc1cc(C(F)(F)F)[n:1]c2c1ccc1ccc[n:1]c12,IVUCOS
SP243,SP,2,C1CSCCC[S:1]CCC[S:1]C1,IWALAT;IWALAT;IWALEX;IWALEX
SP244,SP,2,c1ccc(-n2cc(-c3cccc[n:1]3)[n:1]n2)cc1,IXEQOS;IXEQOS
SP245,SP,2,c1ccc(Cn2cc(-c3cccc[n:1]3)[n:1]n2)nc1,IXERAF;IXERAF
SP246,SP,2,c1ccc(Cc2cn(Cc3cccc[n:1]3)[n:1]n2)cc1,IXEREJ;IXEREJ
SP247,SP,2,CCCCCCCCc1cn(Cc2cccc[n:1]2)[n:1]n1,IXERIN;IXERIN
SP248,SP,2,c1cc[n:1]c(-c2cn(Cc3c4ccccc4cc4ccccc34)n[n:1]2)c1,IXEROT;IXEROT
SP249,SP,2,CC(=O)OCC1OC(OCc2cn(Cc3cccc[n:1]3)[n:1]n2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,IXERUZ;IXERUZ
SP250,SP,2,CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(Cc2cccc[n:1]2)[n:1]n1,IXESAG;IXESAG
SP251,SP,2,N#Cc1ccccc1CN1C=C[N+](CN2C=C[N+](Cc3ccccc3C#N)=[C-:1]2)=[C-:1]1,IYAWAI;IYAWAI
SP252,SP,2,CC(C)(C)[S:1]CC[P:1](c1ccccc1)c1ccccc1,IYIDEA;IYIDEA
SP253,SP,2,c1ccc(C(C(c2ccccc2)[NH2:1])[NH2:1])cc1,IZEWAL;MOJXUE;NEBVIA;LUMTIZ
SP254,SP,2,c1ccc(C(C(=C(c2ccccc2)[P:1](c2ccccc2)c2ccccc2)c2ccccc2)=C(c2ccccc2)[P:1](c2ccccc2)c2ccccc2)cc1,IZEWAL;LUJBIE
SP255,SP,2,Clc1ccc(NC[P:1](c2ccccc2)c2ccccc2)[n:1]c1,JABLUU;JABLUU
SP256,SP,2,c1cc[n:1]c(-c2nc3ccccc3nc2-c2cccc[n:1]2)c1,JAFQUD;JAFQUD
SP257,SP,4,C1C[S:1]CC[S:1]CCOCC[S:1]CC[S:1]CCO1,JAPKUG
SP258,SP,2,C1C[S:1]CC[S:1]CCO1,JAPLER;JAPLER;JAPQAS;JAPQAS
SP259,SP,4,c1ccc(C[N:1]2CCC[N:1](Cc3ccccc3)CC[N:1](Cc3ccccc3)CCC[N:1](Cc3ccccc3)CC2)cc1,JEDDIF
SP260,SP,2,c1ccc2c(C[NH:1]CC[NH2:1])c3ccccc3cc2c1,JEJXUU;KIRQUX
SP261,SP,2,NC(NC(N)=[S:1])=[NH:1],JETLEZ;JETLEZ;ULORIW
SP262,SP,2,C1COCCOCC[S:1]CC[S:1]CCOCCO1,JEWFUM;JEWFUM;ZOGHAE;ZOGHAE
SP263,SP,2,CC1Oc2ccc[n:1]c2-c2c(ccc[n:1]2)OC1C,JIYBAV;JIYBAV
SP264,SP,2,c1cc2c([n:1]c1)-c1c(ccc[n:1]1)OCCO2,JIYBID;JIYBID
SP265,SP,2,c1cc2c([n:1]c1)-c1c(ccc[n:1]1)OCCCO2,JIYBOJ;JIYBOJ
SP266,SP,2,c1cc2c([n:1]c1)-c1c(ccc[n:1]1)OCCCCO2,JIYCAW;JIYCAW
SP267,SP,2,O=C1C([P:1](c2ccccc2)c2ccccc2)=C([P:1](c2ccccc2)c2ccccc2)C([O-])N1c1ccccc1,JOFSUV;JOFSUV;JOFTAC;JOFTAC
SP268,SP,2,O=C1C([P:1](c2ccccc2)c2ccccc2)=C([P:1](c2ccccc2)c2ccccc2)C(=O)N1c1ccccc1,JOFTUW;JOFTUW;JOFVAE;JOFVAE
SP269,SP,2,CC(C[P:1](c1ccccc1)c1ccccc1)(C[P:1](c1ccccc1)c1ccccc1)C(=O)O,JOFZAG;JOFZEK;JOFZEK
SP270,SP,2,c1ccc(Cn2cc(Cn3ccc[n:1]3)[n:1]n2)cc1,JOHBAL;JOHBAL
SP271,SP,4,c1ccc([P:1](CC[P:1](CC[P:1](c2ccccc2)c2ccccc2)c2ccccc2)CC[P:1](c2ccccc2)c2ccccc2)cc1,JONBOD;KEHTAS;YOWBER
SP272,SP,2,CSc1ccccc1[P:1](c1ccccc1SC)c1ccccc1[S:1]C,JORTOZ;JORTOZ
SP273,SP,2,Cc1c[n:1]c2c(ccc3c(C)c(C)c[n:1]c32)c1C,JOYWID;JOYWID
SP274,SP,2,c1ccc(C(C[P:1](c2ccccc2)c2ccccc2)=[O:1])cc1,JUCMID;JUCMID
SP275,SP,2,C=CCN1C=C[N+](Cc2cccc[n:1]2)=[C-:1]1,JURFEJ;JURFEJ
SP276,SP,2,C1=C[N+](Cc2cccc[n:1]2)=[C-:1]N1Cc1ccccn1,JURFOT;JURFOT;JURGEK;JURGEK
SP277,SP,2,C=CCN1C=C[N+](c2ccc([N+](=O)[O-])c[n:1]2)=[C-:1]1,JURFUZ
SP278,SP,2,c1ccc2c(c1)cn(Cn1cc3ccccc3[n:1]1)[n:1]2,KAHTEV;KAHTEV
SP279,SP,2,CO[NH:1]C1CCCCC1[NH:1]OC,KAMXIG;KAMXIG
SP280,SP,2,c1ccc(P(CC[P:1](CCP(c2ccccc2)c2ccccc2)CC[P:1](c2ccccc2)c2ccccc2)c2ccccc2)cc1,KARVOQ;KARVOQ;KUMYOH;KUMYOH;KUMYUN;KUMYUN
SP281,SP,2,c1ccc(P(CC[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[O:1])cc1,KEBYIZ;KEBYIZ;QENCIW;QENCIW
SP282,SP,2,NC(N(C(N1CCOCC1)=[NH:1])c1ccccc1)=[N:1]c1ccccc1,KEHMAN;KEHMAN;TUVTIP;TUVTIP;TUVTOV;TUVTOV
SP283,SP,4,c1ccc([P:1]2CCC[S:1]CCC[P:1](c3ccccc3)CCC[S:1]CCC2)cc1,KEJHOW
SP284,SP,2,c1ccc([P:1]2CCC[S:1]CCC2)cc1,KEJJAK;KEJJAK
SP285,SP,2,C1CCC(NC(C(NC2CCCCC2)=[S:1])=[S:1])CC1,KEKKOD;KEKKOD
SP286,SP,4,c1cc[n:1]c(-c2cccc(-c3cccc(-c4cccc[n:1]4)[n:1]3)[n:1]2)c1,KEVWIR;KEVWIR10;PARZUD
SP287,SP,2,C[P:1](c1ccccc1)c1ccccc1[P:1](C)c1ccccc1,KEWYUG;LUJQOX
SP288,SP,2,C(C[OH:1])[OH:1],KEWYUG
SP289,SP,4,C1C[S:1]CC[S:1]CC[S:1]CC[S:1]1,KEXYES;PIBVUR;YEFKID
SP290,SP,2,CC(=O)N(c1cccc[n:1]1)c1cccc[n:1]1,KEYRAI
SP291,SP,2,c1ccc([P:1](c2ccccc2)c2ccccc2-c2cc[nH][n:1]2)cc1,KIFWIG;KIFWIG;KIFWUS;KIFWUS
SP292,SP,2,c1ccc(P(c2ccccc2)(c2ccccc2-c2cc[nH][n:1]2)=[O:1])cc1,KIFXED;KIFXED
SP293,SP,2,Cn1c(N2C=C[N+](Cc3ccccc3)=[C-:1]2)[n:1]c2ccccc21,KIRPOT
SP294,SP,2,c1ccc(C[NH:1]CC[NH2:1])cc1,KIRQIL
SP295,SP,2,c1ccc2c(C[NH:1]CC[NH2:1])cccc2c1,KIRQOR
SP296,SP,3,c1ccc([P+](Cc2ccc(-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)cc2)(c2ccccc2)c2ccccc2)cc1,KODCIS
SP297,SP,4,c1ccc(P(C[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[N:1]CC[N:1]=P(C[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,KOMBAQ
SP298,SP,2,Cc1cc(C)c2ccc(N3C=C[N+](Cc4cccc[n:1]4)=[C-:1]3)nc2n1,KOMBOE;KOMBOE
SP299,SP,4,C(C[NH:1]CC[NH:1]CC[NH2:1])[NH2:1],KTTPDF
SP300,SP,2,CN1C=C[N+](Cc2ccccc2[P:1](c2ccccc2)c2ccccc2)=[C-:1]1,KUJKAC
SP301,SP,2,CN1C=C[N+](Cc2ccccc2[P:1](C2CCCCC2)C2CCCCC2)=[C-:1]1,KUJKEG
SP302,SP,2,O=C(C(=O)[S-:1])[S-:1],KUZWIL;KUZWIL
SP303,SP,4,c1ccc2c(c1)C[S:1]CC[S:1]Cc1ccccc1C[S:1]CC[S:1]C2,LAHWAS;LAHWAS01
SP304,SP,2,N#CC1=C(C#N)c2c(C#N)[c-](C#N)c(=[NH:1])n2C1=[NH:1],LAMMUH;LAMMUH
SP305,SP,2,c1ccc(C(NCC[NH2:1])=[NH:1])cc1,LAQFAK;LAQFAK
SP306,SP,2,C1C[N:1]=C(N[NH2:1])N1,LARQEB;LARQEB
SP307,SP,2,S=c1sc([S-:1])c([S-:1])s1,LAWDOC;LAWDOC
SP308,SP,4,CN(C)c1ccc([N:1]2CCC[S:1]CC[S:1]CC[S:1]CCC2)cc1,LAXHEY
SP309,SP,2,c1cc[n:1]c(CC[NH2:1])c1,LAZGUR;LAZGUR;ONUQEU;ONUQEU;ONUQIY;ONUQIY;QONNOY;QONNOY
SP310,SP,2,COc1ccc(-c2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3[n-]2)cc1,LERHAU
SP311,SP,2,CC(CC(C)[P:1](c1ccccc1)c1ccccc1)[P:1](c1ccccc1)c1ccccc1,LEWQAF
SP312,SP,2,C[P:1](C)CCC[P:1](C)C,LEZSIS;LEZSIS
SP313,SP,2,c1ccc2c[n:1]c(-c3cc4ccccc4c[n:1]3)cc2c1,LIPFUL;LIPFUL
SP314,SP,2,Cc1cc[n:1]c2c1ccc1c(C)cc[n:1]c12,LIQVAJ;PESJON
SP315,SP,3,CC(C)(C)OCC[P:1](CCC[P:1](CCOC(C)(C)C)CC[O:1]C(C)(C)C)CCOC(C)(C)C,LISCEV
SP316,SP,2,S=C(SC(c1cccc[n:1]1)c1cccc[n:1]1)N(Cc1ccccc1)Cc1ccccc1,LIVJOS;LIVJOS
SP317,SP,2,c1ccc(P(C2=C(P(c3ccccc3)c3ccccc3)SC(=C3SC([P:1](c4ccccc4)c4ccccc4)=C([P:1](c4ccccc4)c4ccccc4)S3)S2)c2ccccc2)cc1,LIZGOQ;LIZGOQ;LIZGUW;LIZGUW;LIZHAD;LIZHAD;LIZHEH;LIZHEH
SP318,SP,2,c1cc[n:1]c(Nc2nccc[n:1]2)c1,LOFBEO;LOFBEO;LOFBIS;LOFBIS
SP319,SP,2,CC(C)(C(C)(C)[NH:1]O)[NH:1]O,LOGROP;LOGROP
SP320,SP,2,CC(C(C)(C)[NH:1]O)=[N:1]O,LOGSAC;LOGSAC
SP321,SP,2,CC[S:1]Cc1cccc[n:1]1,LONVAM;LONVAM
SP322,SP,2,CCC(NC(CC)=[NH:1])=[NH:1],LOQVOD
SP323,SP,4,CC1(C)C2CC1C(C1c3c(ccc(-c4cccc[n:1]4)[n:1]3)C3CC1C3(C)C)c1c2ccc(-c2cccc[n:1]2)[n:1]1,LOSKOT;LOSKUZ
SP324,SP,2,C[As:1](CC[As:1](C)c1ccccc1)c1ccccc1,LUJQOX
SP325,SP,3,c1ccc(N=Nc2ccc(-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)cc2)cc1,LUNLEL
SP326,SP,4,C(C[NH2:1])C[N:1]1CCSCC[N:1](CCC[NH2:1])CC1,LUYCOX
SP327,SP,2,CN(C)C(OC(N(C)C)=[NH:1])=[NH:1],MADZEY;MADZEY;MADZIC;MADZIC
SP328,SP,2,C[As:1](c1ccccc1)c1ccccc1[As:1](C)c1ccccc1,MASPDB;MASPDB;MASPDC;MASPDC
SP329,SP,4,COc1ccc(C(=O)OC2C[S:1]CC[S:1]CC(OC(=O)c3ccc(OC)cc3)C[S:1]CC[S:1]C2)cc1,MESFAR;MESFEV
SP330,SP,4,COc1ccc(C(=O)OC2C[S:1]CCC[S:1]CC(OC(=O)c3ccc(OC)cc3)C[S:1]CCC[S:1]C2)cc1,MESFIZ
SP331,SP,4,CC(C)(C)NC(=O)NC(=O)CN1CC[S:1]CC[S:1]CCN(CC(=O)NC(=O)NC(C)(C)C)CC[S:1]CC[S:1]CC1,MEXBIA
SP332,SP,2,O=C(O)c1ccc(N2C=C[N+](CN3C=C[N+](c4ccc(C(=O)O)cc4)=[C-:1]3)=[C-:1]2)cc1,MEZJOT;MEZJOT
SP333,SP,3,CC(C)(C)c1cc[n:1]c(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)cc[n:1]3)[n:1]2)c1,MISSEN;NUZNEC;XUCXIE
SP334,SP,2,COc1c(CN2c3ccccc3[N+](C3=C(N4c5ccccc5[N+](Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5OC)=[C-:1]4)CCCC3)=[C-:1]2)cc(C(C)(C)C)cc1C(C)(C)C,MIVRIU
